年度,縣市別,行業別,統計項目,單位,中小企業,大企業
2018,臺北市,礦業及土石採取業,銷售額,百萬元,671,7984
2018,新北市,礦業及土石採取業,銷售額,百萬元,2687,460
2018,桃園縣,礦業及土石採取業,銷售額,百萬元,1308,9
2018,臺中市,礦業及土石採取業,銷售額,百萬元,3308,1963
2018,臺南市,礦業及土石採取業,銷售額,百萬元,783,0
2018,高雄市,礦業及土石採取業,銷售額,百萬元,1411,5033
2018,基隆市,礦業及土石採取業,銷售額,百萬元,5067,0
2018,宜蘭縣,礦業及土石採取業,銷售額,百萬元,1941,33
2018,新竹市,礦業及土石採取業,銷售額,百萬元,283,0
2018,新竹縣,礦業及土石採取業,銷售額,百萬元,1648,97
2018,苗栗縣,礦業及土石採取業,銷售額,百萬元,1416,595
2018,彰化縣,礦業及土石採取業,銷售額,百萬元,262,0
2018,南投縣,礦業及土石採取業,銷售額,百萬元,1817,558
2018,雲林縣,礦業及土石採取業,銷售額,百萬元,927,0
2018,嘉義市,礦業及土石採取業,銷售額,百萬元,107,0
2018,嘉義縣,礦業及土石採取業,銷售額,百萬元,106,0
2018,屏東縣,礦業及土石採取業,銷售額,百萬元,1828,0
2018,澎湖縣,礦業及土石採取業,銷售額,百萬元,472,0
2018,花蓮縣,礦業及土石採取業,銷售額,百萬元,2846,524
2018,臺東縣,礦業及土石採取業,銷售額,百萬元,1365,0
2018,金門縣,礦業及土石採取業,銷售額,百萬元,1926,0
2018,連江縣,礦業及土石採取業,銷售額,百萬元,0,0
2018,總計,製造業,銷售額,百萬元,4456813.59,10879116.89
2018,臺北市,製造業,銷售額,百萬元,235400,1419473
2018,新北市,製造業,銷售額,百萬元,690326,954166
2018,桃園縣,製造業,銷售額,百萬元,594110,1065179
2018,臺中市,製造業,銷售額,百萬元,785222,949533
2018,臺南市,製造業,銷售額,百萬元,411417,719732
2018,高雄市,製造業,銷售額,百萬元,506242,1600855
2018,基隆市,製造業,銷售額,百萬元,8508,12787
2018,宜蘭縣,製造業,銷售額,百萬元,63356,34166
2018,新竹市,製造業,銷售額,百萬元,78933,1568909
2018,新竹縣,製造業,銷售額,百萬元,117632,535991
2018,苗栗縣,製造業,銷售額,百萬元,153353,340077
2018,彰化縣,製造業,銷售額,百萬元,343206,509128
2018,南投縣,製造業,銷售額,百萬元,43723,74305
2018,雲林縣,製造業,銷售額,百萬元,248839,927403
2018,嘉義市,製造業,銷售額,百萬元,22469,4925
2018,嘉義縣,製造業,銷售額,百萬元,93701,50380
2018,屏東縣,製造業,銷售額,百萬元,43526,77499
2018,澎湖縣,製造業,銷售額,百萬元,779,0
2018,花蓮縣,製造業,銷售額,百萬元,11592,22258
2018,臺東縣,製造業,銷售額,百萬元,3247,0
2018,金門縣,製造業,銷售額,百萬元,1207,11881
2018,連江縣,製造業,銷售額,百萬元,26,471
2018,總計,電力及燃氣供應業,銷售額,百萬元,8468.32,902019.12
2018,臺北市,電力及燃氣供應業,銷售額,百萬元,1294,78826
2018,新北市,電力及燃氣供應業,銷售額,百萬元,547,56400
2018,桃園縣,電力及燃氣供應業,銷售額,百萬元,501,100970
2018,臺中市,電力及燃氣供應業,銷售額,百萬元,1214,112047
2018,臺南市,電力及燃氣供應業,銷售額,百萬元,936,99606
2018,高雄市,電力及燃氣供應業,銷售額,百萬元,686,168929
2018,基隆市,電力及燃氣供應業,銷售額,百萬元,25,9914
2018,宜蘭縣,電力及燃氣供應業,銷售額,百萬元,108,335
2018,新竹市,電力及燃氣供應業,銷售額,百萬元,160,65929
2018,新竹縣,電力及燃氣供應業,銷售額,百萬元,316,12819
2018,苗栗縣,電力及燃氣供應業,銷售額,百萬元,111,54323
2018,彰化縣,電力及燃氣供應業,銷售額,百萬元,608,39640
2018,南投縣,電力及燃氣供應業,銷售額,百萬元,39,12892
2018,雲林縣,電力及燃氣供應業,銷售額,百萬元,700,25726
2018,嘉義市,電力及燃氣供應業,銷售額,百萬元,209,9278
2018,嘉義縣,電力及燃氣供應業,銷售額,百萬元,253,8937
2018,屏東縣,電力及燃氣供應業,銷售額,百萬元,647,14051
2018,澎湖縣,電力及燃氣供應業,銷售額,百萬元,0,1082
2018,花蓮縣,電力及燃氣供應業,銷售額,百萬元,74,26701
2018,臺東縣,電力及燃氣供應業,銷售額,百萬元,38,2448
2018,金門縣,電力及燃氣供應業,銷售額,百萬元,1,1003
2018,連江縣,電力及燃氣供應業,銷售額,百萬元,0,167
2018,總計,用水供應及污染整治業,銷售額,百萬元,62683.94,151140.68
2018,臺北市,用水供應及污染整治業,銷售額,百萬元,5061,21630
2018,新北市,用水供應及污染整治業,銷售額,百萬元,9264,9683
2018,桃園縣,用水供應及污染整治業,銷售額,百萬元,8679,27841
2018,臺中市,用水供應及污染整治業,銷售額,百萬元,8358,17519
2018,臺南市,用水供應及污染整治業,銷售額,百萬元,5105,10213
2018,高雄市,用水供應及污染整治業,銷售額,百萬元,10186,37294
2018,基隆市,用水供應及污染整治業,銷售額,百萬元,856,747
2018,宜蘭縣,用水供應及污染整治業,銷售額,百萬元,815,1040
2018,新竹市,用水供應及污染整治業,銷售額,百萬元,1356,2694
2018,新竹縣,用水供應及污染整治業,銷售額,百萬元,1050,2686
2018,苗栗縣,用水供應及污染整治業,銷售額,百萬元,1285,968
2018,彰化縣,用水供應及污染整治業,銷售額,百萬元,2793,6716
2018,南投縣,用水供應及污染整治業,銷售額,百萬元,1027,447
2018,雲林縣,用水供應及污染整治業,銷售額,百萬元,1802,3675
2018,嘉義市,用水供應及污染整治業,銷售額,百萬元,730,803
2018,嘉義縣,用水供應及污染整治業,銷售額,百萬元,1616,1734
2018,屏東縣,用水供應及污染整治業,銷售額,百萬元,1566,4746
2018,澎湖縣,用水供應及污染整治業,銷售額,百萬元,26,112
2018,花蓮縣,用水供應及污染整治業,銷售額,百萬元,654,292
2018,臺東縣,用水供應及污染整治業,銷售額,百萬元,264,142
2018,金門縣,用水供應及污染整治業,銷售額,百萬元,152,161
2018,連江縣,用水供應及污染整治業,銷售額,百萬元,40,0
2018,總計,營建工程業,銷售額,百萬元,1527771.44,799212.73
2018,臺北市,營建工程業,銷售額,百萬元,228150,420177
2018,新北市,營建工程業,銷售額,百萬元,271642,86649
2018,桃園縣,營建工程業,銷售額,百萬元,152177,30748
2018,臺中市,營建工程業,銷售額,百萬元,212312,85192
2018,臺南市,營建工程業,銷售額,百萬元,86304,25108
2018,高雄市,營建工程業,銷售額,百萬元,196664,98579
2018,基隆市,營建工程業,銷售額,百萬元,14671,121
2018,宜蘭縣,營建工程業,銷售額,百萬元,28113,5196
2018,新竹市,營建工程業,銷售額,百萬元,42912,17283
2018,新竹縣,營建工程業,銷售額,百萬元,38901,8261
2018,苗栗縣,營建工程業,銷售額,百萬元,27710,5434
2018,彰化縣,營建工程業,銷售額,百萬元,49930,2646
2018,南投縣,營建工程業,銷售額,百萬元,19574,175
2018,雲林縣,營建工程業,銷售額,百萬元,53447,2404
2018,嘉義市,營建工程業,銷售額,百萬元,15981,2319
2018,嘉義縣,營建工程業,銷售額,百萬元,20943,2015
2018,屏東縣,營建工程業,銷售額,百萬元,29086,2467
2018,澎湖縣,營建工程業,銷售額,百萬元,4983,118
2018,花蓮縣,營建工程業,銷售額,百萬元,16841,3080
2018,臺東縣,營建工程業,銷售額,百萬元,8369,840
2018,金門縣,營建工程業,銷售額,百萬元,7729,213
2018,連江縣,營建工程業,銷售額,百萬元,1333,189
2018,總計,批發及零售業,銷售額,百萬元,4475925.23,10600907.77
2018,臺北市,批發及零售業,銷售額,百萬元,908261,4832288
2018,新北市,批發及零售業,銷售額,百萬元,793773,1281241
2018,桃園縣,批發及零售業,銷售額,百萬元,402092,831933
2018,臺中市,批發及零售業,銷售額,百萬元,631586,841326
2018,臺南市,批發及零售業,銷售額,百萬元,315919,474190
2018,高雄市,批發及零售業,銷售額,百萬元,528541,1077306
2018,基隆市,批發及零售業,銷售額,百萬元,36409,18977
2018,宜蘭縣,批發及零售業,銷售額,百萬元,50848,47299
2018,新竹市,批發及零售業,銷售額,百萬元,77727,300744
2018,新竹縣,批發及零售業,銷售額,百萬元,84901,188312
2018,苗栗縣,批發及零售業,銷售額,百萬元,55931,112354
2018,彰化縣,批發及零售業,銷售額,百萬元,193840,191362
2018,南投縣,批發及零售業,銷售額,百萬元,50702,37132
2018,雲林縣,批發及零售業,銷售額,百萬元,71942,87069
2018,嘉義市,批發及零售業,銷售額,百萬元,50127,69778
2018,嘉義縣,批發及零售業,銷售額,百萬元,49211,46969
2018,屏東縣,批發及零售業,銷售額,百萬元,85267,104960
2018,澎湖縣,批發及零售業,銷售額,百萬元,10005,5756
2018,花蓮縣,批發及零售業,銷售額,百萬元,39435,29189
2018,臺東縣,批發及零售業,銷售額,百萬元,22031,13879
2018,金門縣,批發及零售業,銷售額,百萬元,16305,8599
2018,連江縣,批發及零售業,銷售額,百萬元,1072,247
2018,總計,運輸及倉儲業,銷售額,百萬元,287676.25,984435.66
2018,臺北市,運輸及倉儲業,銷售額,百萬元,52293,510575
2018,新北市,運輸及倉儲業,銷售額,百萬元,35311,95308
2018,桃園縣,運輸及倉儲業,銷售額,百萬元,33146,177197
2018,臺中市,運輸及倉儲業,銷售額,百萬元,32885,29815
2018,臺南市,運輸及倉儲業,銷售額,百萬元,15859,8749
2018,高雄市,運輸及倉儲業,銷售額,百萬元,51891,82028
2018,基隆市,運輸及倉儲業,銷售額,百萬元,10625,30925
2018,宜蘭縣,運輸及倉儲業,銷售額,百萬元,6330,2869
2018,新竹市,運輸及倉儲業,銷售額,百萬元,3091,4232
2018,新竹縣,運輸及倉儲業,銷售額,百萬元,4501,7277
2018,苗栗縣,運輸及倉儲業,銷售額,百萬元,4460,2019
2018,彰化縣,運輸及倉儲業,銷售額,百萬元,10451,4249
2018,南投縣,運輸及倉儲業,銷售額,百萬元,4182,626
2018,雲林縣,運輸及倉儲業,銷售額,百萬元,4866,7103
2018,嘉義市,運輸及倉儲業,銷售額,百萬元,3443,2187
2018,嘉義縣,運輸及倉儲業,銷售額,百萬元,2490,9268
2018,屏東縣,運輸及倉儲業,銷售額,百萬元,4189,701
2018,澎湖縣,運輸及倉儲業,銷售額,百萬元,1071,1893
2018,花蓮縣,運輸及倉儲業,銷售額,百萬元,3290,1661
2018,臺東縣,運輸及倉儲業,銷售額,百萬元,1451,2562
2018,金門縣,運輸及倉儲業,銷售額,百萬元,1239,2712
2018,連江縣,運輸及倉儲業,銷售額,百萬元,612,477
2018,總計,住宿及餐飲業,銷售額,百萬元,491309.78,201678.08
2018,臺北市,住宿及餐飲業,銷售額,百萬元,115507,108074
2018,新北市,住宿及餐飲業,銷售額,百萬元,58953,9758
2018,桃園縣,住宿及餐飲業,銷售額,百萬元,41549,17600
2018,臺中市,住宿及餐飲業,銷售額,百萬元,64984,17780
2018,臺南市,住宿及餐飲業,銷售額,百萬元,36103,6194
2018,高雄市,住宿及餐飲業,銷售額,百萬元,54442,13579
2018,基隆市,住宿及餐飲業,銷售額,百萬元,6173,221
2018,宜蘭縣,住宿及餐飲業,銷售額,百萬元,8899,5065
2018,新竹市,住宿及餐飲業,銷售額,百萬元,11989,3654
2018,新竹縣,住宿及餐飲業,銷售額,百萬元,10684,4085
2018,苗栗縣,住宿及餐飲業,銷售額,百萬元,7797,403
2018,彰化縣,住宿及餐飲業,銷售額,百萬元,14429,1579
2018,南投縣,住宿及餐飲業,銷售額,百萬元,9147,3021
2018,雲林縣,住宿及餐飲業,銷售額,百萬元,6414,629
2018,嘉義市,住宿及餐飲業,銷售額,百萬元,7912,1341
2018,嘉義縣,住宿及餐飲業,銷售額,百萬元,4872,279
2018,屏東縣,住宿及餐飲業,銷售額,百萬元,12383,3199
2018,澎湖縣,住宿及餐飲業,銷售額,百萬元,2418,457
2018,花蓮縣,住宿及餐飲業,銷售額,百萬元,8589,2595
2018,臺東縣,住宿及餐飲業,銷售額,百萬元,5894,1875
2018,金門縣,住宿及餐飲業,銷售額,百萬元,1813,289
2018,連江縣,住宿及餐飲業,銷售額,百萬元,359,0
2018,總計,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,133616.08,1105327.2
2018,臺北市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,72890,832812
2018,新北市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,20465,86859
2018,桃園縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,5375,9541
2018,臺中市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,11465,36528
2018,臺南市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,4245,14960
2018,高雄市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,7729,31066
2018,基隆市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,530,4910
2018,宜蘭縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,542,3409
2018,新竹市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,2851,22239
2018,新竹縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,1942,24398
2018,苗栗縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,691,4336
2018,彰化縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,1016,8297
2018,南投縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,647,3610
2018,雲林縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,609,4407
2018,嘉義市,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,647,5667
2018,嘉義縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,335,565
2018,屏東縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,571,5143
2018,澎湖縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,139,786
2018,花蓮縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,439,3258
2018,臺東縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,172,1785
2018,金門縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,306,588
2018,連江縣,出版、影音製作、傳播及資通訊服務業,銷售額,百萬元,12,163
2018,總計,金融及保險業,銷售額,百萬元,216722.53,2295812.97
2018,臺北市,金融及保險業,銷售額,百萬元,73883,1909380
2018,新北市,金融及保險業,銷售額,百萬元,31477,80187
2018,桃園縣,金融及保險業,銷售額,百萬元,12087,52339
2018,臺中市,金融及保險業,銷售額,百萬元,22023,81215
2018,臺南市,金融及保險業,銷售額,百萬元,13567,31017
2018,高雄市,金融及保險業,銷售額,百萬元,22572,62140
2018,基隆市,金融及保險業,銷售額,百萬元,2983,2396
2018,宜蘭縣,金融及保險業,銷售額,百萬元,2103,6195
2018,新竹市,金融及保險業,銷售額,百萬元,3734,16443
2018,新竹縣,金融及保險業,銷售額,百萬元,3454,7906
2018,苗栗縣,金融及保險業,銷售額,百萬元,2777,4506
2018,彰化縣,金融及保險業,銷售額,百萬元,7944,12197
2018,南投縣,金融及保險業,銷售額,百萬元,2419,4338
2018,雲林縣,金融及保險業,銷售額,百萬元,2907,6137
2018,嘉義市,金融及保險業,銷售額,百萬元,2714,5362
2018,嘉義縣,金融及保險業,銷售額,百萬元,1034,4530
2018,屏東縣,金融及保險業,銷售額,百萬元,4413,5087
2018,澎湖縣,金融及保險業,銷售額,百萬元,439,392
2018,花蓮縣,金融及保險業,銷售額,百萬元,2205,3168
2018,臺東縣,金融及保險業,銷售額,百萬元,1601,773
2018,金門縣,金融及保險業,銷售額,百萬元,372,104
2018,連江縣,金融及保險業,銷售額,百萬元,15,0
2018,總計,不動產業,銷售額,百萬元,275209.3,966614.05
2018,臺北市,不動產業,銷售額,百萬元,65810,419650
2018,新北市,不動產業,銷售額,百萬元,38093,168550
2018,桃園縣,不動產業,銷售額,百萬元,24267,60315
2018,臺中市,不動產業,銷售額,百萬元,41103,124298
2018,臺南市,不動產業,銷售額,百萬元,21523,36783
2018,高雄市,不動產業,銷售額,百萬元,23078,87705
2018,基隆市,不動產業,銷售額,百萬元,1334,705
2018,宜蘭縣,不動產業,銷售額,百萬元,4783,2266
2018,新竹市,不動產業,銷售額,百萬元,8370,22330
2018,新竹縣,不動產業,銷售額,百萬元,7565,19900
2018,苗栗縣,不動產業,銷售額,百萬元,4276,3269
2018,彰化縣,不動產業,銷售額,百萬元,9454,8848
2018,南投縣,不動產業,銷售額,百萬元,2951,814
2018,雲林縣,不動產業,銷售額,百萬元,3958,3745
2018,嘉義市,不動產業,銷售額,百萬元,4965,1832
2018,嘉義縣,不動產業,銷售額,百萬元,2094,336
