年別,類型,觀光遊憩區,細分,縣市別,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,合計
2017,國家公園,金門國家公園,湖井頭戰史館,金門縣,7705,7499,8847,12881,17690,15552,19043,15906,8853,16011,12117,7444,149548
2017,國家公園,金門國家公園,金水學校,金門縣,19048,15752,18667,18835,22777,19553,24318,22296,14506,26124,25037,21290,248203
2017,國家公園,金門國家公園,蔣經國先生紀念館,金門縣,14679,11270,19488,18524,21107,16750,18079,16602,13319,23137,23931,18528,215414
2017,國家公園,金門國家公園,民俗文化村,金門縣,18377,16430,21823,24830,31724,27619,28860,30017,22221,31356,25966,21433,300656
2017,國家級風景特定區,東北角暨宜蘭海岸國家風景區,鼻頭港服務區,新北市,9866,9186,9175,14126,12421,9151,11724,12259,9786,14730,17453,8936,138813
2017,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龍洞灣公園,新北市,3086,1924,1591,3097,3477,4291,12278,16078,3984,3208,2279,2326,57619
2017,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龍洞南口海洋公園,新北市,974,847,503,1075,2651,3655,12296,14524,3276,1772,405,336,42314
2017,國家級風景特定區,東北角暨宜蘭海岸國家風景區,福隆遊客服務中心,新北市,35317,20248,16147,18426,114905,54637,111388,130153,56365,25147,59532,24613,666878
2017,國家級風景特定區,東北角暨宜蘭海岸國家風景區,大里遊客服務中心,宜蘭縣,33991,73287,21003,35701,27010,35618,18849,28619,28363,32881,116380,33142,484844
2017,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龍門露營區,新北市,826,1198,2587,4375,4332,3605,3908,3911,5058,7652,13163,3355,53970
2017,國家級風景特定區,東北角暨宜蘭海岸國家風景區,鹽寮海濱公園,新北市,0,0,0,0,1656,646,1376,1184,1050,1746,2334,1272,11264
2017,國家級風景特定區,東北角暨宜蘭海岸國家風景區,鼻頭角步道,新北市,5170,4495,3981,4571,5170,6397,7517,6237,4070,5108,6910,4716,64342
2017,國家級風景特定區,東北角暨宜蘭海岸國家風景區,舊草嶺隧道,新北市,18353,17070,11671,37690,28346,20942,31050,21119,18096,21331,25154,18986,269808
2017,國家級風景特定區,東北角暨宜蘭海岸國家風景區,草嶺古道系統(含遠望坑親水公園),新北市,32119,60889,57909,49117,38957,62360,32148,33119,30195,45618,200464,34154,677049
2017,國家級風景特定區,東北角暨宜蘭海岸國家風景區,北關海潮公園,宜蘭縣,26636,10764,11651,16701,13104,11587,12234,31227,26549,18740,41186,32891,253270
2017,國家級風景特定區,東北角暨宜蘭海岸國家風景區,龜山島海域遊憩區,宜蘭縣,0,0,5285,14698,20787,17106,20696,21084,13446,8668,4042,0,125812
2017,國家級風景特定區,東北角暨宜蘭海岸國家風景區,外澳濱海遊憩區,宜蘭縣,17194,25478,8914,15079,22587,27988,69019,55239,23547,25397,20103,13978,324523
2017,國家級風景特定區,東北角暨宜蘭海岸國家風景區,南方澳遊客中心,宜蘭縣,28069,34844,21719,31863,25340,24833,24206,22621,19484,26186,35484,28919,323568
2017,國家級風景特定區,東北角暨宜蘭海岸國家風景區,福隆蔚藍海岸,新北市,0,0,0,0,115194,60444,371832,17046,5151,4634,1088,863,576252
2017,國家級風景特定區,北海岸及觀音山國家風景區,野柳地質公園,新北市,220565,200348,202925,234092,207593,157438,175302,200728,158731,241440,249748,251622,2500532
2017,國家級風景特定區,北海岸及觀音山國家風景區,白沙灣,新北市,52062,32278,36140,89493,110753,75935,160411,144710,101115,121924,32036,31622,988479
2017,國家級風景特定區,北海岸及觀音山國家風景區,翡翠灣濱海遊憩區,新北市,0,0,0,0,0,0,2353,2072,1308,1849,2492,2966,13040
2017,國家級風景特定區,北海岸及觀音山國家風景區,觀音山,新北市,100574,65853,64281,83384,83739,56612,82225,69708,60047,77182,73473,87052,904130
2017,國家級風景特定區,北海岸及觀音山國家風景區,情人湖及湖海灣,基隆市,20036,18188,30001,52522,51851,35559,84762,90429,85315,81804,47369,37682,635518
2017,國家級風景特定區,北海岸及觀音山國家風景區,野柳海洋世界,新北市,11501,12179,8890,18798,16468,9226,18842,21551,12236,20829,17889,10543,178952
2017,國家級風景特定區,北海岸及觀音山國家風景區,金山遊憩區,新北市,30985,25979,25390,51711,47849,13380,24283,28817,28069,22028,23190,24127,345808
2017,國家級風景特定區,北海岸及觀音山國家風景區,三芝遊憩區,新北市,34862,33586,36152,51101,56306,27798,52032,44827,32738,38488,20035,19726,447651
2017,國家級風景特定區,北海岸及觀音山國家風景區,和平島公園,基隆市,23124,16437,15471,31082,37862,20797,37909,32124,20052,33795,23618,23370,315641
2017,國家級風景特定區,東部海岸國家風景區,小野柳(加路蘭),臺東縣,23976,28469,16200,24306,21390,15107,30129,32083,15826,50995,49625,22690,330796
2017,國家級風景特定區,東部海岸國家風景區,三仙臺,臺東縣,55944,64840,39976,57186,52629,29053,46786,47231,28945,54248,45968,49758,572564
2017,國家級風景特定區,東部海岸國家風景區,八仙洞,臺東縣,13177,9681,7044,10027,7368,3950,5565,6800,3607,11326,6844,11113,96502
2017,國家級風景特定區,東部海岸國家風景區,秀姑巒溪遊客中心,花蓮縣,15967,15069,15318,16966,21168,14535,25955,28923,16600,22222,17572,19680,229975
2017,國家級風景特定區,東部海岸國家風景區,綠島,臺東縣,11833,10212,11787,36627,42393,38763,59322,60691,29736,27291,9669,7298,345622
2017,國家級風景特定區,東部海岸國家風景區,都歷處本部,臺東縣,10879,11485,7686,11203,9311,8780,13683,12898,6216,8715,7547,7311,115714
2017,國家級風景特定區,東部海岸國家風景區,石梯坪,花蓮縣,31901,30579,25020,30702,27738,20953,26126,31862,21754,30332,29478,32643,339088
2017,國家級風景特定區,東部海岸國家風景區,花蓮管理站遊客中心,花蓮縣,5800,4726,3491,5822,5309,3897,6332,5862,3724,5025,3103,3820,56911
2017,國家級風景特定區,花東縱谷國家風景區,鯉魚潭風景特定區,花蓮縣,191308,119384,66912,111734,124963,78230,115103,111795,84424,108940,80685,88399,1281877
2017,國家級風景特定區,花東縱谷國家風景區,鹿野高臺,臺東縣,82672,65085,41391,48431,44614,45905,336170,200902,36738,45981,40276,49046,1037211
2017,國家級風景特定區,花東縱谷國家風景區,新光兆豐休閒農場,花蓮縣,18478,18166,9338,16477,8041,5378,12997,10616,6453,8272,6734,9577,130527
2017,國家級風景特定區,花東縱谷國家風景區,關山親水公園,臺東縣,10775,10128,3477,5610,4002,2475,6347,5583,1876,2491,2929,0,55693
2017,國家級風景特定區,參山國家風景區,獅頭山風景區,新竹縣,688186,563415,434856,605389,549600,333748,509557,523842,458693,581182,503230,531858,6283556
2017,國家級風景特定區,參山國家風景區,梨山遊憩區,臺中市,40130,37671,26238,25181,15311,6575,22293,39332,19620,37579,69370,68492,407792
2017,國家級風景特定區,參山國家風景區,八卦山風景區,彰化縣,718832,655536,533587,429384,397147,296725,463580,425491,362702,467654,350641,367135,5468414
2017,國家級風景特定區,參山國家風景區,谷關遊憩區,臺中市,174216,152853,145269,150056,134849,69383,99509,116978,86820,143314,174336,203505,1651088
2017,國家級風景特定區,雲嘉南濱海國家風景區,七股鹽山,臺南市,130696,120891,54896,79757,64801,35978,60204,63047,42496,70497,55672,67679,846614
2017,國家級風景特定區,雲嘉南濱海國家風景區,北門遊客中心,臺南市,41685,39061,25808,31537,30117,14654,19839,22709,12222,24410,16310,29949,308301
2017,國家級風景特定區,雲嘉南濱海國家風景區,井仔腳瓦盤鹽田,臺南市,22677,12620,10840,15737,14952,9525,9661,11323,6501,13812,12234,28774,168656
2017,國家級風景特定區,雲嘉南濱海國家風景區,馬沙溝濱海遊憩區,臺南市,0,0,0,0,0,0,9631,4943,0,0,0,0,14574
2017,國家級風景特定區,阿里山國家風景區,圓潭自然生態園區,嘉義縣,15543,12640,12525,24894,18307,9380,13758,14734,11492,15613,10816,12540,172242
2017,國家級風景特定區,阿里山國家風景區,達娜伊谷,嘉義縣,19512,18078,20054,24028,20090,15734,20852,24987,21620,30367,32351,33820,281493
2017,國家級風景特定區,阿里山國家風景區,觸口遊客中心,嘉義縣,8159,9010,8974,11468,15013,13306,15721,18617,13045,16621,11967,8204,150105
2017,國家級風景特定區,日月潭國家風景區,日月潭環潭區,南投縣,250110,584400,450477,258924,207796,129015,201971,281890,130743,266091,219304,223242,3203963
2017,國家級風景特定區,日月潭國家風景區,水里蛇窯,南投縣,5903,6381,2808,4710,3717,4707,4436,5023,2485,4521,3669,3781,52141
2017,國家級風景特定區,日月潭國家風景區,車埕,南投縣,123557,114298,99504,125903,115434,61538,98576,103626,81968,124916,110042,117185,1276547
2017,國家級風景特定區,西拉雅國家風景區,曾文水庫,臺南市,18302,31798,24042,21751,20910,19387,27385,27844,21467,24544,23659,37802,298891
2017,國家級風景特定區,西拉雅國家風景區,烏山頭水庫風景區,臺南市,16981,21290,18697,25132,33129,21723,28391,27844,20911,22986,21800,37517,296401
2017,國家級風景特定區,西拉雅國家風景區,關子嶺溫泉區,臺南市,112118,132938,97072,75327,68054,66332,81741,86292,92028,153798,153084,191361,1310145
2017,國家級風景特定區,西拉雅國家風景區,虎頭埤風景區,臺南市,44925,34418,29667,38277,41176,21469,26602,26187,32302,35904,31860,30753,393540
2017,國家級風景特定區,茂林國家風景區,茂林遊憩區,高雄市,29615,27956,28312,27378,29995,19806,8792,20154,14605,18943,31414,28829,285799
2017,國家級風景特定區,茂林國家風景區,寶來、不老溫泉區,高雄市,24659,12160,9277,11638,9552,4481,7948,8085,10309,14026,11613,43595,167343
2017,國家級風景特定區,茂林國家風景區,臺灣原住民文化園區,屏東縣,33186,30588,31463,38696,26843,27097,76079,117903,18061,35313,25159,31729,492117
2017,國家級風景特定區,茂林國家風景區,賽嘉遊憩區,屏東縣,1490,1332,511,964,1106,436,350,550,448,1450,1176,865,10678
2017,國家級風景特定區,茂林國家風景區,霧臺遊憩區,屏東縣,22296,24682,25515,20717,18841,11437,15615,14945,15262,19279,19024,17534,225147
2017,國家級風景特定區,茂林國家風景區,涼山遊憩區,屏東縣,19697,15074,14071,15148,16590,10959,16968,13175,11583,17508,10120,10620,171513
2017,國家級風景特定區,大鵬灣國家風景區,小琉球遊憩區,屏東縣,19846,21855,18758,41490,51960,40499,59422,64418,29830,50577,29047,16543,444245
2017,國家級風景特定區,大鵬灣國家風景區,大鵬灣遊憩區,屏東縣,68008,44967,27107,67026,46121,26221,30889,33511,22014,42127,35296,28439,471726
2017,國家級風景特定區,澎湖國家風景區,澎湖遊客中心,澎湖縣,3739,4271,8938,19034,27964,20398,18880,13271,10538,8257,6775,6117,148182
2017,國家級風景特定區,澎湖國家風景區,南海遊客中心,澎湖縣,8515,7871,13465,59898,95848,79736,79290,67308,32202,20388,7673,7009,479203
2017,國家級風景特定區,澎湖國家風景區,北海遊客中心,澎湖縣,3112,2864,3818,23323,57016,47318,49942,42696,19247,8014,2840,2101,262291
2017,國家級風景特定區,澎湖國家風景區,西嶼西臺,澎湖縣,648,1172,1809,8060,12386,7509,9102,7690,3844,3565,1626,1129,58540
2017,國家級風景特定區,澎湖國家風景區,小門地質展示中心,澎湖縣,5843,5706,9628,31274,54006,57919,68171,49842,29825,23116,8987,5128,349445
2017,國家級風景特定區,澎湖國家風景區,綠蠵龜觀光保育中心,澎湖縣,0,0,164,1992,10544,10431,13544,10666,3984,1921,103,0,53349
2017,國家級風景特定區,澎湖國家風景區,七美遊客中心,澎湖縣,2460,2216,5760,3615,89743,69941,65594,58924,28030,13752,1878,1603,343516
2017,國家級風景特定區,馬祖國家風景區,東引遊客中心,連江縣,182,211,769,2001,3474,2305,2579,2398,2336,1201,645,346,18447
2017,國家級風景特定區,馬祖國家風景區,莒光遊客中心,連江縣,211,425,580,2938,4177,3944,4105,2912,325,0,0,0,19617
2017,國家級風景特定區,馬祖國家風景區,北竿遊客中心,連江縣,0,0,3054,6513,9585,7071,10574,7652,4370,4728,4657,3591,61795
2017,國家級風景特定區,馬祖國家風景區,南竿遊客中心,連江縣,1708,1891,3316,5899,9365,7221,9503,8309,5952,5515,4241,3397,66317
2017,直轄市及縣(市)級風景特定區, -,烏來風景特定區,新北市,181650,211800,187500,158000,137000,157800,158000,148000,110600,140800,135000,140000,1866150
2017,直轄市及縣(市)級風景特定區, -,碧潭風景特定區,新北市,208000,166000,160000,150000,120500,167500,140300,101000,99200,166000,158000,233000,1869500
2017,直轄市及縣(市)級風景特定區, -,武荖坑風景區,宜蘭縣,2235,1577,1970,2727,4100,3903,9505,11038,5784,5954,1563,1869,52225
2017,直轄市及縣(市)級風景特定區, -,石門水庫風景區,桃園市,100414,159408,123096,109348,112443,189483,97919,94505,91244,107388,113173,183764,1482185
2017,直轄市及縣(市)級風景特定區, -,角板山遊憩區,桃園市,90068,38267,24138,28144,20595,19044,35897,33675,23434,29614,18599,19023,380498
2017,直轄市及縣(市)級風景特定區, -,虎頭山風景特定區,桃園市,233450,206500,165140,239640,223810,126420,236900,239120,169750,187620,130400,179050,2337800
2017,直轄市及縣(市)級風景特定區, -,冬山河親水公園,宜蘭縣,24404,18889,12023,23106,23919,6887,200870,145360,10305,15320,12451,10159,503693
2017,直轄市及縣(市)級風景特定區, -,五峰旗風景區,宜蘭縣,48890,45855,37420,65605,52092,47565,104130,116645,72013,62104,51434,54088,757841
2017,直轄市及縣(市)級風景特定區, -,龍潭湖,宜蘭縣,73864,56584,54752,57884,55418,31413,36042,35695,31268,53605,43030,41194,570749
2017,直轄市及縣(市)級風景特定區, -,七星潭風景區,花蓮縣,139079,130927,95674,101296,107150,93098,132423,129234,119493,105500,101421,103649,1358944
2017,直轄市及縣(市)級風景特定區, -,小烏來風景特定區,桃園市,50379,47685,33642,49875,31990,22485,64978,53224,26356,29160,24415,31460,465649
2017,直轄市及縣(市)級風景特定區, -,鐵砧山,臺中市,32653,21799,23919,39949,49536,39784,60163,65480,40566,38915,27252,23310,463326
2017,直轄市及縣(市)級風景特定區, -,霧社,南投縣,62683,64420,47591,56565,53854,37103,75091,87162,52939,72070,65626,54200,729304
2017,直轄市及縣(市)級風景特定區, -,東埔溫泉,南投縣,13703,14795,12838,18550,18064,9552,22222,24385,15992,25120,16860,11788,203869
2017,直轄市及縣(市)級風景特定區, -,蘭潭,嘉義市,129269,100489,100532,100532,100214,126403,125011,147849,127446,125341,123451,120453,1426990
2017,直轄市及縣(市)級風景特定區, -,瑞芳風景特定區,新北市,405000,415100,398500,366000,345000,349100,386500,424000,354500,463700,485000,359000,4751400
2017,直轄市及縣(市)級風景特定區, -,內灣風景區,新竹縣,352245,236547,147830,116169,252953,125438,222792,349750,137798,119376,133649,263665,2458212
2017,森林遊樂區, -,池南國家森林遊樂區,花蓮縣,2229,2538,2281,4540,3057,1794,2251,2894,1230,1839,3288,1372,29313
2017,森林遊樂區, -,富源國家森林遊樂區,花蓮縣,7359,4408,2919,4736,3598,2292,3946,5147,2744,4459,2883,4163,48654
2017,森林遊樂區, -,阿里山國家森林遊樂區,嘉義縣,149995,158169,239610,188309,117732,73928,126349,148866,99700,141936,140424,145930,1730948
2017,森林遊樂區, -,墾丁國家森林遊樂區,屏東縣,18929,17494,13111,16536,16144,9120,13516,11960,7670,12997,13477,14475,165429
2017,森林遊樂區, -,滿月圓國家森林遊樂區,新北市,15082,10510,9904,19293,19168,9421,22965,25336,15687,18615,10912,12857,189750
2017,森林遊樂區, -,內洞國家森林遊樂區,新北市,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,森林遊樂區, -,太平山國家森林遊樂區,宜蘭縣,35135,36209,16737,28266,23112,18449,41588,47558,23913,26541,29843,30978,358329
2017,森林遊樂區, -,棲蘭森林遊樂區,宜蘭縣,9834,11042,7960,11232,11018,10309,14385,15455,10668,10001,8990,9006,129900
2017,森林遊樂區, -,明池森林遊樂區,宜蘭縣,16947,14820,8394,13632,12131,10323,21836,24875,13185,11549,14628,11494,173814
2017,森林遊樂區, -,東眼山國家森林遊樂區,桃園市,14470,10825,8232,16148,16531,10513,24588,30206,17584,18160,9306,9557,186120
2017,森林遊樂區, -,八仙山國家森林遊樂區,臺中市,14242,15127,9623,13907,12658,5788,12285,14381,9975,13639,11980,11229,144834
2017,森林遊樂區, -,大雪山國家森林遊樂區,臺中市,16860,9135,6045,10091,11060,150,0,16029,13112,17902,10614,15901,126899
2017,森林遊樂區, -,奧萬大國家森林遊樂區,南投縣,37197,24040,8351,7589,5920,162,9917,9375,6108,14511,45757,83719,252646
2017,森林遊樂區, -,惠蓀林場,南投縣,18487,12810,10785,17131,15593,6487,17659,20599,13037,17993,12287,13347,176215
2017,森林遊樂區, -,溪頭自然教育園區,南投縣,104863,89551,101814,118872,133609,108287,197042,203649,174717,162805,134901,139931,1670041
2017,森林遊樂區, -,合歡山國家森林遊樂區,南投縣,2701,2530,2052,2859,3782,2230,3707,3849,1346,3219,3404,3176,34855
